,hh,HHID_old,region,urban,year,month,sregion,inflation
1951,H30008-04-01,2410300260803.0,4,1,2014,1,10,1.0693649877067413
1952,H30008-04-02,4103002608.0,4,1,2014,1,10,1.0693649877067413
1953,H30009-04-01,4103002609.0,4,0,2014,7,10,1.0747256362995772
1954,H30010-04-01,4103002610.0,4,1,2014,8,10,1.0868319920274512
1955,H30012-04-01,4103002612.0,4,1,2014,8,10,1.0868319920274512
1956,H30302-04-01,4193003502.0,4,0,2013,11,10,1.0687510235353679
1957,H30303-04-01,4193003503.0,4,0,2013,11,10,1.0687510235353679
1958,H30304-04-01,4193003504.0,4,0,2013,11,10,1.0687510235353679
1959,H30306-04-01,4193003506.0,4,0,2013,11,10,1.0687510235353679
1960,H30307-04-01,4193003507.0,4,0,2013,11,10,1.0687510235353679
1961,H30308-04-01,4193003508.0,4,0,2014,5,10,1.0851567104844397
1962,H30309-04-01,2419300350905.0,4,0,2014,5,10,1.0851567104844397
1963,H30309-04-02,4193003509.0,4,0,2014,5,10,1.0851567104844397
1964,H30309-04-03,,4,1,2014,7,10,1.0747256362995772
1965,H30310-04-01,4193003510.0,4,0,2014,5,10,1.0851567104844397
1966,H30402-04-01,4103003802.0,4,0,2014,3,10,1.085526134477244
1967,H30403-04-01,4103003803.0,4,0,2014,3,10,1.085526134477244
1968,H30404-04-01,4103003804.0,4,0,2014,3,10,1.085526134477244
1969,H30405-04-01,4103003805.0,4,0,2013,9,10,1.0759212825732265
1970,H30406-04-01,4103003806.0,4,0,2014,3,10,1.085526134477244
1971,H30407-04-01,4103003807.0,4,0,2013,9,10,1.0759212825732265
1972,H30408-04-01,241030038080403.0,4,0,2014,3,10,1.085526134477244
1973,H30408-04-02,4103003808.0,4,0,2014,7,10,1.0747256362995772
1974,H30409-04-01,4103003809.0,4,0,2013,9,10,1.0759212825732265
1975,H30411-04-01,4103003811.0,4,0,2013,9,10,1.0759212825732265
1976,H30412-04-01,4103003812.0,4,0,2013,9,10,1.0759212825732265
1977,H30502-04-01,4111000202.0,4,1,2014,1,10,1.0693649877067413
1978,H30502-04-02,,1,1,2014,10,2,1.0948123174730158
1979,H30502-04-03,,1,1,2014,10,1,1.0948123174730158
1980,H30503-04-01,4111000203.0,4,0,2014,1,10,1.0693649877067413
1981,H30504-04-01,4111000204.0,4,1,2014,1,10,1.0693649877067413
1982,H30505-04-01,4111000205.0,4,1,2014,1,10,1.0693649877067413
1983,H30507-04-01,4111000207.0,4,1,2014,1,10,1.0693649877067413
1984,H30509-04-01,4111000209.0,4,1,2014,7,10,1.0747256362995772
1985,H30510-04-01,4111000210.0,4,1,2014,7,10,1.0747256362995772
1986,H30511-04-01,2411100021110.0,4,1,2014,7,10,1.0747256362995772
1987,H30511-04-02,4111000211.0,1,1,2014,7,2,1.0747256362995772
1988,H30511-04-03,,4,0,2014,8,10,1.0868319920274512
1989,H30602-04-01,4113000402.0,4,0,2014,2,10,1.0731904059908903
1990,H30603-04-01,4113000403.0,4,0,2014,2,10,1.0731904059908903
1991,H30604-04-01,4113000404.0,4,0,2014,2,10,1.0731904059908903
1992,H30605-04-01,4113000405.0,4,0,2014,2,10,1.0731904059908903
1993,H30605-04-02,411300040502.0,1,1,2014,2,1,1.0731904059908903
1994,H30605-04-03,,4,0,2014,10,10,1.0948123174730158
1995,H30607-04-01,4113000407.0,4,0,2014,8,10,1.0868319920274512
1996,H30608-04-01,4113000408.0,4,0,2014,8,10,1.0868319920274512
1997,H30610-04-01,4113000410.0,4,0,2014,8,10,1.0868319920274512
1998,H30701-04-01,4113000601.0,4,0,2013,10,10,1.0757810432021624
1999,H30701-04-03,411300060107.0,4,0,2013,10,10,1.0757810432021624
2000,H30701-04-04,,4,1,2014,10,10,1.0948123174730158
2001,H30702-04-01,4113000602.0,4,0,2013,10,10,1.0757810432021624
2002,H30702-04-02,,4,0,2014,6,10,1.0753197970037849
2003,H30702-04-03,,4,0,2014,6,10,1.0753197970037849
2004,H30703-04-01,4113000603.0,4,0,2013,10,10,1.0757810432021624
2005,H30703-04-02,,4,0,2013,10,10,1.0757810432021624
2006,H30704-04-01,4113000604.0,4,0,2013,10,10,1.0757810432021624
2007,H30706-04-01,4113000606.0,4,1,2013,10,10,1.0757810432021624
2008,H30706-04-03,,4,1,2013,10,10,1.0757810432021624
2009,H30706-04-04,,4,0,2014,4,10,1.0965546293128212
2010,H30707-04-01,4113000607.0,4,0,2014,4,10,1.0965546293128212
2011,H30708-04-01,4113000608.0,4,0,2014,4,10,1.0965546293128212
2012,H30709-04-01,4113000609.0,4,0,2014,4,10,1.0965546293128212
2013,H30710-04-01,4113000610.0,4,0,2014,4,10,1.0965546293128212
2014,H30802-04-01,4113000702.0,4,1,2014,1,10,1.0693649877067413
2015,H30803-04-01,4113000703.0,4,0,2014,1,10,1.0693649877067413
2016,H30805-04-01,4113000705.0,4,0,2014,1,10,1.0693649877067413
2017,H30805-04-02,,4,0,2014,1,10,1.0693649877067413
2018,H30806-04-01,4113000706.0,4,0,2014,1,10,1.0693649877067413
2019,H30806-04-02,411300070603.0,4,0,2014,4,10,1.0965546293128212
2020,H30807-04-01,4113000707.0,4,0,2014,1,10,1.0693649877067413
2021,H30809-04-01,4113000709.0,4,0,2014,7,10,1.0747256362995772
2022,H30810-04-01,4113000710.0,4,0,2014,7,10,1.0747256362995772
2023,H30811-04-01,4113000711.0,4,0,2014,7,10,1.0747256362995772
2024,H30901-04-01,4113000901.0,4,0,2013,11,10,1.0687510235353679
2025,H30901-04-02,411300090105.0,4,1,2014,1,10,1.0693649877067413
2026,H30903-04-01,4113000903.0,4,1,2013,11,10,1.0687510235353679
2027,H30904-04-01,4113000904.0,4,1,2013,11,10,1.0687510235353679
2028,H30905-04-01,4113000905.0,4,0,2013,11,10,1.0687510235353679
2029,H30905-04-02,,4,0,2014,10,10,1.0948123174730158
2030,H30906-04-01,4113000906.0,4,0,2013,11,10,1.0687510235353679
2031,H30906-04-02,411300090606.0,1,0,2013,11,2,1.0687510235353679
2032,H30907-04-01,4113000907.0,4,0,2014,5,10,1.0851567104844397
2033,H30908-04-01,4113000908.0,4,0,2014,5,10,1.0851567104844397
2034,H30909-04-01,4113000909.0,4,0,2014,5,10,1.0851567104844397
2035,H30910-04-01,4113000910.0,4,0,2014,5,10,1.0851567104844397
2036,H30910-04-02,,1,1,2014,7,2,1.0747256362995772
2037,H30911-04-01,4113000911.0,4,0,2014,5,10,1.0851567104844397
2038,H31001-04-01,4123000301.0,4,0,2014,2,10,1.0731904059908903
2039,H31003-04-01,4123000303.0,4,0,2014,2,10,1.0731904059908903
2040,H31004-04-01,4123000304.0,4,0,2014,2,10,1.0731904059908903
2041,H31004-04-02,,4,0,2014,2,10,1.0731904059908903
2042,H31005-04-02,,1,1,2014,8,1,1.0868319920274512
2043,H31006-04-01,4123000306.0,4,0,2014,2,10,1.0731904059908903
2044,H31007-04-01,4123000307.0,4,0,2014,8,10,1.0868319920274512
2045,H31008-04-01,4123000308.0,4,0,2014,8,10,1.0868319920274512
2046,H31010-04-01,4123000310.0,4,0,2014,8,10,1.0868319920274512
2047,H31101-04-01,4123000501.0,1,1,2013,12,2,1.0700411330335953
2048,H31101-04-02,412300050103.0,1,1,2013,12,1,1.0700411330335953
2049,H31101-04-03,412300050105.0,1,1,2013,12,2,1.0700411330335953
2050,H31102-04-01,4123000502.0,4,0,2013,12,10,1.0700411330335953
2051,H31103-04-01,4123000503.0,4,0,2013,12,10,1.0700411330335953
2052,H31105-04-01,4123000505.0,4,0,2013,12,10,1.0700411330335953
2053,H31107-04-01,4123000507.0,4,0,2014,6,10,1.0753197970037849
2054,H31108-04-01,4123000508.0,4,0,2014,6,10,1.0753197970037849
2055,H31109-04-01,4123000509.0,4,0,2014,6,10,1.0753197970037849
2056,H31109-04-02,412300050902.0,4,0,2014,6,10,1.0753197970037849
2057,H31109-04-03,412300050906.0,4,0,2014,6,10,1.0753197970037849
2058,H31110-04-01,4123000510.0,4,0,2014,6,10,1.0753197970037849
2059,H31701-04-01,4143000501.0,4,0,2013,11,10,1.0687510235353679
2060,H31702-04-01,4143000502.0,4,0,2013,11,10,1.0687510235353679
2061,H31703-04-01,4143000503.0,4,0,2013,11,10,1.0687510235353679
2062,H31703-04-02,414300050305.0,4,0,2013,11,10,1.0687510235353679
2063,H31703-04-03,,1,1,2014,6,1,1.0753197970037849
2064,H31704-04-01,4143000504.0,4,0,2013,11,10,1.0687510235353679
2065,H31706-04-01,4143000506.0,4,0,2013,11,10,1.0687510235353679
2066,H31706-04-02,414300050605.0,4,0,2013,11,10,1.0687510235353679
2067,H31707-04-01,4143000507.0,4,0,2014,6,10,1.0753197970037849
2068,H31708-04-01,4143000508.0,4,0,2014,6,10,1.0753197970037849
2069,H31709-04-01,4143000509.0,4,0,2014,6,10,1.0753197970037849
2070,H31710-04-01,4143000510.0,4,0,2014,6,10,1.0753197970037849
2071,H31901-04-01,4153000401.0,4,0,2013,9,9,1.0759212825732265
2072,H31902-04-01,4153000402.0,4,0,2013,9,9,1.0759212825732265
2073,H31903-04-01,4153000403.0,4,0,2014,3,9,1.085526134477244
2074,H31904-04-01,4153000404.0,4,0,2013,9,9,1.0759212825732265
2075,H31907-04-01,4153000407.0,4,0,2013,9,9,1.0759212825732265
2076,H31908-04-01,4153000408.0,4,0,2014,3,9,1.085526134477244
2077,H31909-04-01,4153000409.0,4,0,2014,3,9,1.085526134477244
2078,H31910-04-01,4153000410.0,4,0,2013,9,9,1.0759212825732265
2079,H32101-04-01,4153000701.0,4,0,2013,10,9,1.0757810432021624
2080,H32102-04-01,4153000702.0,4,0,2013,10,9,1.0757810432021624
2081,H32103-04-01,4153000703.0,4,0,2014,4,9,1.0965546293128212
2082,H32104-04-01,4153000704.0,4,0,2013,10,9,1.0757810432021624
2083,H32104-04-02,,4,0,2014,4,9,1.0965546293128212
2084,H32105-04-01,4153000705.0,4,0,2013,10,9,1.0757810432021624
2085,H32106-04-01,4153000706.0,4,0,2014,4,9,1.0965546293128212
2086,H32106-04-02,415300070603.0,4,1,2014,5,9,1.0851567104844397
2087,H32106-04-03,,4,1,2014,5,9,1.0851567104844397
2088,H32106-04-04,,4,1,2014,6,9,1.0753197970037849
2089,H32106-04-05,,4,1,2014,6,9,1.0753197970037849
2090,H32108-04-01,4153000708.0,4,0,2013,10,9,1.0757810432021624
2091,H32109-04-01,4153000709.0,4,0,2014,4,9,1.0965546293128212
2092,H32201-04-01,4153000901.0,4,0,2014,1,9,1.0693649877067413
2093,H32202-04-01,4153000902.0,4,0,2014,1,9,1.0693649877067413
2094,H32203-04-01,4153000903.0,4,0,2014,7,9,1.0747256362995772
2095,H32204-04-01,4153000904.0,4,0,2014,1,9,1.0693649877067413
2096,H32205-04-01,30415300090502.0,4,0,2014,1,9,1.0693649877067413
2097,H32205-04-02,4153000905.0,4,0,2014,1,9,1.0693649877067413
2098,H32206-04-01,4153000906.0,4,0,2014,7,9,1.0747256362995772
2099,H32207-04-01,4153000907.0,4,1,2014,7,9,1.0747256362995772
2100,H32209-04-01,4153000909.0,4,0,2014,7,9,1.0747256362995772
2101,H32209-04-02,,4,0,2014,7,9,1.0747256362995772
2102,H32401-04-01,,1,1,2014,1,1,1.0693649877067413
2103,H32402-04-01,,1,1,2014,1,1,1.0693649877067413
2104,H32403-04-01,,1,1,2014,1,1,1.0693649877067413
2105,H32404-04-01,,1,1,2014,1,1,1.0693649877067413
2106,H32405-04-01,,1,1,2014,1,1,1.0693649877067413
2107,H32406-04-01,,1,1,2014,7,1,1.0747256362995772
2108,H32407-04-01,,1,1,2014,7,1,1.0747256362995772
2109,H32408-04-01,,1,1,2014,7,1,1.0747256362995772
2110,H32409-04-01,,1,1,2014,1,1,1.0693649877067413
2111,H32410-04-01,,1,1,2014,7,1,1.0747256362995772
2112,H32501-04-01,,1,0,2014,7,1,1.0747256362995772
2113,H32502-04-01,,1,1,2014,1,1,1.0693649877067413
2114,H32503-04-01,,1,1,2014,7,1,1.0747256362995772
2115,H32504-04-01,,1,0,2014,1,1,1.0693649877067413
2116,H32505-04-01,,1,1,2014,1,1,1.0693649877067413
2117,H32506-04-01,,1,1,2014,7,1,1.0747256362995772
2118,H32507-04-01,,1,0,2014,1,1,1.0693649877067413
2119,H32508-04-01,,1,1,2014,7,1,1.0747256362995772
2120,H32509-04-01,,1,1,2014,1,1,1.0693649877067413
2121,H32510-04-01,,1,1,2014,7,1,1.0747256362995772
2122,H32601-04-01,,1,1,2014,4,1,1.0965546293128212
2123,H32602-04-01,,1,1,2014,3,1,1.085526134477244
2124,H32603-04-01,,1,1,2014,4,1,1.0965546293128212
2125,H32604-04-01,,1,1,2014,3,1,1.085526134477244
2126,H32605-04-01,,1,1,2014,3,1,1.085526134477244
2127,H32606-04-01,,1,1,2014,3,1,1.085526134477244
2128,H32607-04-01,,1,1,2014,3,1,1.085526134477244
2129,H32608-04-01,,1,1,2014,3,1,1.085526134477244
2130,H32609-04-01,,1,1,2014,3,1,1.085526134477244
2131,H32610-04-01,,1,1,2014,3,1,1.085526134477244
2132,H32701-04-01,,1,1,2013,12,1,1.0700411330335953
2133,H32702-04-01,,1,1,2013,12,1,1.0700411330335953
2134,H32703-04-01,,1,1,2013,12,1,1.0700411330335953
2135,H32704-04-01,,1,1,2013,12,1,1.0700411330335953
2136,H32705-04-01,,1,1,2013,12,1,1.0700411330335953
2137,H32707-04-01,,1,1,2014,6,1,1.0753197970037849
2138,H32708-04-01,,1,1,2014,6,1,1.0753197970037849
2139,H32709-04-01,,1,1,2014,6,1,1.0753197970037849
2140,H32710-04-01,,1,1,2014,6,1,1.0753197970037849
2141,H32801-04-01,,1,1,2013,11,1,1.0687510235353679
2142,H32802-04-01,,1,1,2013,11,1,1.0687510235353679
2143,H32803-04-01,,1,1,2014,6,1,1.0753197970037849
2144,H32804-04-01,,1,1,2013,11,1,1.0687510235353679
2145,H32805-04-01,,1,1,2013,11,1,1.0687510235353679
2146,H32806-04-01,,1,1,2014,6,1,1.0753197970037849
2147,H32807-04-01,,1,1,2014,6,1,1.0753197970037849
2148,H32810-04-01,,1,1,2013,11,1,1.0687510235353679
2149,H32901-04-01,,1,1,2014,3,1,1.085526134477244
2150,H32902-04-01,,1,1,2014,3,1,1.085526134477244
2151,H32903-04-01,,1,1,2014,3,1,1.085526134477244
2152,H32904-04-01,,1,1,2014,3,1,1.085526134477244
2153,H32905-04-01,,1,1,2014,3,1,1.085526134477244
2154,H32906-04-01,,1,1,2014,3,1,1.085526134477244
2155,H32907-04-01,,1,1,2014,3,1,1.085526134477244
2156,H32908-04-01,,1,1,2014,3,1,1.085526134477244
2157,H32909-04-01,,1,1,2014,3,1,1.085526134477244
2158,H32910-04-01,,1,0,2014,3,1,1.085526134477244
2159,H33001-04-01,,1,1,2013,12,1,1.0700411330335953
2160,H33002-04-01,,1,1,2013,12,1,1.0700411330335953
2161,H33003-04-01,,1,1,2013,12,1,1.0700411330335953
2162,H33004-04-01,,1,1,2013,12,1,1.0700411330335953
2163,H33005-04-01,,1,0,2013,12,1,1.0700411330335953
2164,H33008-04-01,,1,1,2014,6,1,1.0753197970037849
2165,H33101-04-01,,1,1,2014,3,1,1.085526134477244
2166,H33102-04-01,,1,1,2014,3,1,1.085526134477244
2167,H33103-04-01,,1,1,2014,3,1,1.085526134477244
2168,H33104-04-01,,1,1,2014,3,1,1.085526134477244
2169,H33105-04-01,,1,1,2014,3,1,1.085526134477244
2170,H33106-04-01,,1,1,2014,4,1,1.0965546293128212
2171,H33107-04-01,,1,1,2014,3,1,1.085526134477244
2172,H33108-04-01,,1,1,2014,4,1,1.0965546293128212
2173,H33109-04-01,,1,1,2014,4,1,1.0965546293128212
2174,H33110-04-01,,1,1,2014,3,1,1.085526134477244
2175,H33201-04-01,,1,1,2014,1,1,1.0693649877067413
2176,H33202-04-01,,1,1,2014,2,1,1.0731904059908903
2177,H33203-04-01,,1,1,2014,1,1,1.0693649877067413
2178,H33204-04-01,,1,1,2014,1,1,1.0693649877067413
2179,H33205-04-01,,1,1,2014,1,1,1.0693649877067413
2180,H33206-04-01,,1,1,2014,7,1,1.0747256362995772
2181,H33208-04-01,,1,1,2014,7,1,1.0747256362995772
2182,H33209-04-01,,1,1,2014,7,1,1.0747256362995772
2183,H33210-04-01,,1,1,2014,7,1,1.0747256362995772
2184,H33301-04-01,,1,1,2014,2,1,1.0731904059908903
2185,H33302-04-01,,1,1,2014,2,1,1.0731904059908903
2186,H33303-04-01,,1,1,2014,2,1,1.0731904059908903
2187,H33304-04-01,,1,1,2014,2,1,1.0731904059908903
2188,H33305-04-01,,1,1,2014,2,1,1.0731904059908903
2189,H33306-04-01,,1,1,2014,8,1,1.0868319920274512
2190,H33307-04-01,,1,1,2014,8,1,1.0868319920274512
2191,H33308-04-01,,1,1,2014,8,1,1.0868319920274512
2192,H33309-04-01,,1,1,2014,8,1,1.0868319920274512
2193,H33310-04-01,,1,1,2014,8,1,1.0868319920274512
2194,H33401-04-01,,1,1,2013,11,1,1.0687510235353679
2195,H33402-04-01,,1,1,2013,11,1,1.0687510235353679
2196,H33403-04-01,,1,1,2013,11,1,1.0687510235353679
2197,H33404-04-01,,1,1,2013,11,1,1.0687510235353679
2198,H33405-04-01,,1,1,2013,11,1,1.0687510235353679
2199,H33406-04-01,,1,1,2014,6,1,1.0753197970037849
2200,H33407-04-01,,1,1,2014,6,1,1.0753197970037849
2201,H33408-04-01,,1,1,2014,6,1,1.0753197970037849
2202,H33410-04-01,,1,1,2014,6,1,1.0753197970037849
2203,H33501-04-01,,1,0,2014,1,3,1.0693649877067413
2204,H33502-04-01,,1,0,2014,1,3,1.0693649877067413
2205,H33503-04-01,,1,0,2014,1,3,1.0693649877067413
2206,H33504-04-01,,1,0,2014,1,3,1.0693649877067413
2207,H33505-04-01,,1,0,2014,1,3,1.0693649877067413
2208,H33506-04-01,,1,0,2014,7,3,1.0747256362995772
2209,H33507-04-01,,1,0,2014,7,3,1.0747256362995772
2210,H33508-04-01,,1,0,2014,7,3,1.0747256362995772
2211,H33509-04-01,,1,0,2014,7,3,1.0747256362995772
2212,H33510-04-01,,1,0,2014,7,3,1.0747256362995772
2213,H33601-04-01,,1,1,2013,11,3,1.0687510235353679
2214,H33602-04-01,,1,1,2013,11,3,1.0687510235353679
2215,H33603-04-01,,1,1,2013,11,3,1.0687510235353679
2216,H33604-04-01,,1,1,2013,11,3,1.0687510235353679
2217,H33605-04-01,,1,1,2014,5,3,1.0851567104844397
2218,H33606-04-01,,1,1,2014,5,3,1.0851567104844397
2219,H33607-04-01,,1,1,2013,11,3,1.0687510235353679
2220,H33608-04-01,,1,1,2014,5,3,1.0851567104844397
2221,H33609-04-01,,1,0,2014,5,3,1.0851567104844397
2222,H33610-04-01,,1,1,2014,5,3,1.0851567104844397
2223,H33701-04-01,,1,0,2013,11,2,1.0687510235353679
2224,H33702-04-01,,1,0,2013,11,2,1.0687510235353679
